image_url,status,price,address,city_state,description,features,badges
,,"$346,990",141 DOCILE LOOP,141 DOCILE LOOP,"
                    For Sale, Single-Family","['4  bedrooms', '1,845  Sqft. ($188/Sqft.)', '2  full baths', '1  story']",[]
,,"$220,000",1505 Redbud Ln,1505 Redbud Ln,"
                    For Sale, Residential - Single Family","['1  bedrooms', '600  Sqft. ($367/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1955  year built']",[]
,,"$435,000",230 CLAREMONT AVE,230 CLAREMONT AVE,"
                    For Sale, Single-Family","['2  bedrooms', '1,667  Sqft. ($261/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$775,000",375 COUNTY ROAD 423,375 COUNTY ROAD 423,"
                    For Sale, Single-Family","['4  bedrooms', '2,340  Sqft. ($331/Sqft.)', '2  full baths', '10.1   Acres', '1  story', 'Private Pool']",[]
,,"$348,207",135 BETHPAGE DRIVE,135 BETHPAGE DRIVE,"
                    For Sale, Single-Family","['4  bedrooms', '1,845  Sqft. ($189/Sqft.)', '2  full baths', '1  story']",[]
,,"$485,000",109 CACTUS PEAR,109 CACTUS PEAR,"
                    For Sale, Single-Family","['3  bedrooms', '2,489  Sqft. ($195/Sqft.)', '2  full baths', '1  story']",[]
,,"$399,000",1000 S Trinity St,1000 S Trinity St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,769  Sqft. ($144/Sqft.)', '2 full & 1  half baths', '0.4   Acres', '1.5  stories', '1955  year built']",[]
,,"$425,000",1956 Vantage Dr,1956 Vantage Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,550  Sqft. ($274/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1986  year built']",[]
,,"$36,000",1021 Gilmer Rd,1021 Gilmer Rd,"
                    For Sale, Land / Unimproved Land",['1.3   Acres'],[]
,,"$443,438",4950 Elizabeth,4950 Elizabeth,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,136  Sqft. ($208/Sqft.)', '2  full baths', '1.5   Acres', '1  story', '2023  year built']",[]
,,"$375,000",160 Bison Ln,160 Bison Ln,"
                    For Sale, Single-Family","['4  bedrooms', '2,168  Sqft. ($173/Sqft.)', '3  full baths', '2  stories']",[]
,,"$824,900",754 County Road 1114,754 County Road 1114,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,578  Sqft. ($523/Sqft.)', '2 full & 1  half baths', '49.4   Acres', '1  story', '1983  year built']",[]
,,"$515,000",1547 WINANS PASS,1547 WINANS PASS,"
                    For Sale, Single-Family","['4  bedrooms', '2,900  Sqft. ($178/Sqft.)', '3  full baths', '1  story']",[]
,,"$419,000",1353 Haley Ln,1353 Haley Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,530  Sqft. ($166/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2007  year built']",[]
,,"$449,900",2769 County Road 3420,2769 County Road 3420,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,756  Sqft. ($256/Sqft.)', '3  full baths', '0.3   Acres', '2  stories', '1994  year built']",[]
,,"$935,165",5270 Town and Country Blvd #002,5270 Town and Country Blvd #002,"
                    For Sale, Residential - Condo","['2  bedrooms', '2,429  Sqft. ($385/Sqft.)', '2 full & 1  half baths', '1  story', 'Private Pool', '2019  year built']",[]
,,"$80,000",113 Dwight Dr,113 Dwight Dr,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$424,500",656 Mooney Dr,656 Mooney Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,221  Sqft. ($191/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$299,950",TBD CR 1300,TBD CR 1300,"
                    For Sale, Country Homes/Acreage",['10.0   Acres'],[]
,,"$675,000",674 COMAL AVE,674 COMAL AVE,"
                    For Sale, Single-Family","['3  bedrooms', '1,501  Sqft. ($450/Sqft.)', '1  full baths', '1  story']",[]
,,"$472,633",1012 Water Canna Dr,1012 Water Canna Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,217  Sqft. ($213/Sqft.)', '3  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$494,333",104 RIVIERA DR,104 RIVIERA DR,"
                    For Sale, Single-Family","['3  bedrooms', '2,514  Sqft. ($197/Sqft.)', '2 full & 1  half baths', '1  story']",[]
,,"$275,000",9444 Wolf Run Dr,9444 Wolf Run Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,562  Sqft. ($176/Sqft.)', '2  full baths', '0.1   Acres', '2  stories', '1987  year built']",[]
,,"$785,000",662 County Road 1300,662 County Road 1300,"
                    For Sale, Country Homes/Acreage","['4  bedrooms', '3,398  Sqft. ($231/Sqft.)', '3  full baths', '15   Acres', '1  story', '1972  year built']",[]
,,"$575,000",1836 Hillcrest St,1836 Hillcrest St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '2,008  Sqft. ($286/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1946  year built']",[]
,,"$450,000",3518 Bob O Link Dr,3518 Bob O Link Dr,"
                    For Sale, Residential - Single Family","['6  bedrooms', '2,258  Sqft. ($199/Sqft.)', '5  full baths', '10,410  lot Sqft.', '2  stories', '1965  year built']",[]
,,"$330,000",121 Lexington Dr,121 Lexington Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,816  Sqft. ($182/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2004  year built']",[]
,,"$484,096",4942 Elizabeth,4942 Elizabeth,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,472  Sqft. ($196/Sqft.)', '2  full baths', '1.5   Acres', '1  story', '2023  year built']",[]
,,"$357,000",14105 Tanglebrush Trl,14105 Tanglebrush Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,515  Sqft. ($236/Sqft.)', '2  full baths', '0.2   Acres', '1  story', 'Private Pool', '2007  year built']",[]
,,"$1,074,435",5270 Town and Country Blvd #303,5270 Town and Country Blvd #303,"
                    For Sale, Residential - Condo","['2  bedrooms', '2,589  Sqft. ($415/Sqft.)', '3  full baths', '1  story', 'Private Pool', '2019  year built']",[]
,,"$430,645",1317 Pepperhill Ln,1317 Pepperhill Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,498  Sqft. ($172/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$239,000",3233 Whitewing Way,3233 Whitewing Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,733  Sqft. ($138/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1978  year built']",[]
,,"$587,900",3529 Iron Horse Dr,3529 Iron Horse Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,594  Sqft. ($227/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$540,000",1318 E Union Bower Rd,1318 E Union Bower Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,495  Sqft. ($155/Sqft.)', '4 full & 1  half baths', '0.9   Acres', '1  story', '1954  year built']",[]
,,"$249,900",9040 Cottage Ridge Dr,9040 Cottage Ridge Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,605  Sqft. ($156/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2006  year built']",[]
,,"$479,703",4910 Elizabeth,4910 Elizabeth,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,184  Sqft. ($220/Sqft.)', '2  full baths', '1.5   Acres', '1  story', '2023  year built']",[]
,,"$410,500",644 Mooney Dr,644 Mooney Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,104  Sqft. ($195/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$370,000",8713 Greentree Dr,8713 Greentree Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,750  Sqft. ($211/Sqft.)', '2  full baths', '0.2   Acres', 'Private Pool', '1983  year built']",[]
,,"$425,000",918 N Church St,918 N Church St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,618  Sqft. ($263/Sqft.)', '2  full baths', '1.4   Acres', '1  story', '1970  year built']",[]
,,"$334,000",1016 Meadowlark Dr,1016 Meadowlark Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '1,872  Sqft. ($178/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '1994  year built']",[]
,,"$450,000",547 OAKLAND DR,547 OAKLAND DR,"
                    For Sale, Lots",['10.2   Acres'],[]
,,"$80,000",117 Dennis Dr,117 Dennis Dr,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$399,900",3917 Old Richwood Ln,3917 Old Richwood Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,884  Sqft. ($212/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2005  year built']",[]
,,"$129,000",5804 Cherokee Ln,5804 Cherokee Ln,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,056  Sqft. ($122/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1981  year built']",[]
,,"$440,000",484 OAKLAND DR,484 OAKLAND DR,"
                    For Sale, Lots",['10.4   Acres'],[]
,,"$384,490",4517 Greyberry Dr,4517 Greyberry Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,666  Sqft. ($144/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$795,000",372 County Road 3245,372 County Road 3245,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,977  Sqft. ($200/Sqft.)', '3 full & 1  half baths', '1.4   Acres', '1  story', '2005  year built']",[]
,,"$199,900",504 King Charles Rd,504 King Charles Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,800  Sqft. ($111/Sqft.)', '2  full baths', '0.9   Acres', '1  story', '1985  year built']",[]
,,"$294,900",414 Maple Dr,414 Maple Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,648  Sqft. ($179/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '1952  year built']",[]
,,"$304,100",1219 Allende,1219 Allende,"
                    For Sale, Single-Family","['4  bedrooms', '1,962  Sqft. ($155/Sqft.)', '2 full & 1  half baths', '1  story']",[]
,,"$239,000",2220 Dyson St,2220 Dyson St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,105  Sqft. ($216/Sqft.)', '2  full baths', '2,500  lot Sqft.', '1  story', '2023  year built']",[]
,,"$44,500",9341 3rd St,9341 3rd St,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
,,"$185,000",4407 Mimosa Dr,4407 Mimosa Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,431  Sqft. ($129/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '9999  year built']",[]
,,"$549,890",27018 Sterling Way,27018 Sterling Way,"
                    For Sale, Single-Family","['4  bedrooms', '3,634  Sqft. ($151/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$799,000",624 Surrey Ln,624 Surrey Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,532  Sqft. ($316/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2015  year built']",[]
,,"$255,000",1615 S Rusk St,1615 S Rusk St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,359  Sqft. ($188/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1930  year built']",[]
,,"$348,790",4521 Greyberry Dr,4521 Greyberry Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,988  Sqft. ($175/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$799,000",240 Green Ridge Dr,240 Green Ridge Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '4,197  Sqft. ($190/Sqft.)', '3  full baths', '1.1   Acres', '1.5  stories', 'Private Pool', '1987  year built']",[]
,,"$314,998",904 Ransom Way,904 Ransom Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,605  Sqft. ($196/Sqft.)', '2  full baths', '5,907  lot Sqft.', '1  story', '2022  year built']",[]
,,"$300,000",7625 County Road 247,7625 County Road 247,"
                    For Sale, Residential - Single Family","['1  bedrooms', '576  Sqft. ($521/Sqft.)', '1  full baths', '11.3   Acres', '1  story', '2022  year built']",[]
,,"$559,500",31156 WILDCAT DR,31156 WILDCAT DR,"
                    For Sale, Single-Family","['4  bedrooms', '2,505  Sqft. ($223/Sqft.)', '2 full & 1  half baths', '1.0   Acres', '2  stories']",[]
,,"$109,000",TBD Lot 19,TBD Lot 19,"
                    For Sale, Land / Unimproved Land",['2.2   Acres'],[]
,,"$899,500",60.5Ac County Road 3103,60.5Ac County Road 3103,"
                    For Sale, Country Homes/Acreage",['60.5   Acres'],[]
,,"$249,900",311 Chisholm Trail,311 Chisholm Trail,"
                    For Sale, Single-Family","['3  bedrooms', '1,752  Sqft. ($143/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$489,000",8463 Swift Ave,8463 Swift Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,826  Sqft. ($268/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1962  year built']",[]
,,"$207,000",TBD WILDHORSE PASS,TBD WILDHORSE PASS,"
                    For Sale, Lots",['3.4   Acres'],[]
,,"$269,900",TBD Channing Ln,TBD Channing Ln,"
                    For Sale, Land / Unimproved Land",['9.4   Acres'],[]
,,"$636,900",109 Sandie Dr,109 Sandie Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,334  Sqft. ($191/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$182,000",1350 W Bridge St,1350 W Bridge St,"
                    For Sale, Single-Family","['2  bedrooms', '972  Sqft. ($187/Sqft.)', '1  full baths', '1  story']",[]
,,"$361,144",2233 Spring Side Dr,2233 Spring Side Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,977  Sqft. ($183/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$879,000",21210 ELM RIDGE CT,21210 ELM RIDGE CT,"
                    For Sale, Single-Family","['4  bedrooms', '3,318  Sqft. ($265/Sqft.)', '4  full baths', '1  story', 'Private Pool']",[]
,,"$484,290",2274 Steerhead Trl,2274 Steerhead Trl,"
                    For Sale, Single-Family","['4  bedrooms', '2,210  Sqft. ($219/Sqft.)', '2  full baths', '1  story']",[]
,,"$290,000",148 Wonder Dr,148 Wonder Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,800  Sqft. ($161/Sqft.)', '2  full baths', '1.0   Acres', '1  story', '2016  year built']",[]
,,"$519,085",17026 Eaton Terrace,17026 Eaton Terrace,"
                    For Sale, Single-Family","['4  bedrooms', '3,015  Sqft. ($172/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$134,900",TBD Harrison Cir,TBD Harrison Cir,"
                    For Sale, Land / Unimproved Land",['5.0   Acres'],[]
,,"$415,000",7809 Laver Ct,7809 Laver Ct,"
                    For Sale, Multi-Family - Duplex","['5  bedrooms', '4  full baths', '0.3   Acres', '1  story', '1984  year built']",[]
,,"$374,900",2106 Athabasca Falls Dr,2106 Athabasca Falls Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,736  Sqft. ($137/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2005  year built']",[]
,,"$450,000",1510 Brookhollow Dr,1510 Brookhollow Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,648  Sqft. ($273/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2004  year built']",[]
,,"$450,000",7939 Greenhollow Ln,7939 Greenhollow Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,289  Sqft. ($197/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', 'Private Pool', '1968  year built']",[]
,,"$425,000",1848 LAKEVIEW DR,1848 LAKEVIEW DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,408  Sqft. ($302/Sqft.)', '2  full baths', '1  story']",[]
,,"$229,000",1654 Long Ave,1654 Long Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,316  Sqft. ($174/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', '1943  year built']",[]
,,"$359,900",2022 Enchanted Rock Dr,2022 Enchanted Rock Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,406  Sqft. ($150/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2015  year built']",[]
,,"$3,300,000",1211 W 922,1211 W 922,"
                    For Sale, Country Homes/Acreage","['3  bedrooms', '2,305  Sqft. ($1432/Sqft.)', '3 full & 1  half baths', '75.1   Acres', '1  story', '2005  year built']",[]
,,"$725,000",190 Private Road 7026,190 Private Road 7026,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,500  Sqft. ($290/Sqft.)', '3  full baths', '0.7   Acres', '1.5  stories', 'Private Pool', '2017  year built']",[]
,,"$109,000",TBD Lot 18,TBD Lot 18,"
                    For Sale, Land / Unimproved Land",['2   Acres'],[]
,,"$579,000",2405 Aspen St,2405 Aspen St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,216  Sqft. ($261/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1981  year built']",[]
,,"$899,900",6560 Sundown Trl,6560 Sundown Trl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,955  Sqft. ($228/Sqft.)', '4 full & 1  half baths', '0.2   Acres', '2  stories', '1997  year built']",[]
,,"$382,390",4501 Benham Dr,4501 Benham Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,498  Sqft. ($153/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
